tag	tag_type	sequence	sequence_vector	uv
平台词17173、游侠网、电玩巴士等	1	4399@video->4399小游戏@video->4399小游戏大全@video->4399小游戏@video	3	45
平台词17173、游侠网、电玩巴士等	1	17173@ps->17173@video->17173@ps->@video	3	43
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->17173@ps->剑灵@ps	3	43
平台词17173、游侠网、电玩巴士等	1	游侠@ps->游侠@video->游侠@ps->游侠@video	3	43
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌版@ps->神兵传奇之无敌幸运版@ps	3	42
平台词17173、游侠网、电玩巴士等	1	17173@ps->龙剑@ps->龙剑@image->龙剑@ps	3	41
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399洛克王国@ps->4399@ps->4399小游戏@ps	3	37
平台词17173、游侠网、电玩巴士等	1	4399@ps->爸爸去哪儿@ps->爸爸去哪儿@video->爸爸去哪儿@ps	3	36
平台词17173、游侠网、电玩巴士等	1	17173@ps->5173@ps->17173@ps->5173@ps	3	36
平台词17173、游侠网、电玩巴士等	1	17173@ps->龙武@ps->龙武@video->龙武@ps	3	34
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399造梦西游3@ps->4399@ps->4399造梦西游3@ps	3	34
平台词17173、游侠网、电玩巴士等	1	4399@ps->-@image->@image->4399@ps	3	34
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399创世兵魂@ps->4399@ps->4399创世兵魂@ps	3	32
平台词17173、游侠网、电玩巴士等	1	游侠@video->游侠@ps->游侠@video->游侠@ps	3	29
平台词17173、游侠网、电玩巴士等	1	4399@ps->@image->-@image->4399@ps	3	29
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌幸运版@ps->4399@ps	3	28
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399洛克王国@ps->4399小游戏@ps->4399@ps	3	28
平台词17173、游侠网、电玩巴士等	1	多玩@ps->龙剑@ps->龙剑@video->龙剑@ps	3	27
平台词17173、游侠网、电玩巴士等	1	17173@ps->诛仙3@ps->诛仙3@video->诛仙3@ps	3	27
平台词17173、游侠网、电玩巴士等	1	4399@ps->@image->4399@ps->-@image	3	27
平台词17173、游侠网、电玩巴士等	1	dnf多玩@ps->dnf17173@ps->dnf多玩@ps->dnf17173@ps	3	26
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@news->4399@ps->@news	3	25
平台词17173、游侠网、电玩巴士等	1	4399@ps->7k7k小游戏@ps->4399小游戏@ps->7k7k小游戏@ps	3	25
平台词17173、游侠网、电玩巴士等	1	17173@ps->斗战神@ps->斗战神@video->斗战神@ps	3	25
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399@ps->4399小游戏大全@ps	3	24
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399赛尔号@ps->4399@ps->4399赛尔号@ps	3	24
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399奥拉星@ps->4399@ps->4399奥拉星@ps	3	24
平台词17173、游侠网、电玩巴士等	1	17173@video->17173@ps->17173@video->17173@ps	3	23
平台词17173、游侠网、电玩巴士等	1	4399@video->4399小游戏@video->4399小游戏大全@video->4399小游戏大全@ps	3	22
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏大全@ps->4399小游戏@ps->4399小游戏大全@ps	3	22
平台词17173、游侠网、电玩巴士等	1	游侠网@ps->火影忍者:究极忍者风暴3@ps->火影忍者:究极忍者风暴3@video->火影忍者:究极忍者风暴3@ps	3	22
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->4399@ps->神兵传奇之无敌幸运版@ps	3	22
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399@ps->4399洛克王国@ps	3	21
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399@ps->7k7k小游戏@ps	3	20
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399造梦西游3@ps->4399小游戏@ps	3	19
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->剑灵@image->17173@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->qq空间@ps->4399@ps->qq空间@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399小游戏大全@ps->4399@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌幸运版@ps->神兵传奇之无敌幸运版@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@video->4399@ps->@video->4399@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399赛尔号@ps->4399小游戏@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌幸运版@ps->神兵传奇无敌版@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏大全@ps->4399@ps->4399小游戏@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399创世兵魂@ps->4399@ps->4399小游戏@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@image->4399@ps->4399@image	3	18
平台词17173、游侠网、电玩巴士等	1	电玩巴士@ps->落秋@ps->爱漫画@ps->bilibili@ps	3	18
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399@ps->神兵传奇之无敌幸运版@ps	3	17
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399小游戏@video->4399小游戏@ps	3	17
平台词17173、游侠网、电玩巴士等	1	4399@image->4399@ps->4399@image->4399@ps	3	17
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->7k7k小游戏@ps->4399@ps	3	17
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏大全@ps->4399@ps->4399小游戏大全@ps	3	17
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->剑灵激活码@ps->剑灵@ps	3	17
平台词17173、游侠网、电玩巴士等	1	17173@ps->龙剑@ps->17173@ps->龙剑@ps	3	17
平台词17173、游侠网、电玩巴士等	1	4399@ps->3366@ps->4399@ps->3366@ps	3	16
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑网3@ps->剑网3@video->剑网3@ps	3	16
平台词17173、游侠网、电玩巴士等	1	游侠网@ps->3dm@ps->游民星空@ps->3dm@ps	3	16
平台词17173、游侠网、电玩巴士等	1	17173@ps->神之浩劫@ps->神之浩劫@video->神之浩劫@ps	3	16
平台词17173、游侠网、电玩巴士等	1	17173@ps->17173@video->17173@ps->17173@video	3	16
平台词17173、游侠网、电玩巴士等	1	游侠网@ps->使命召唤10@ps->使命召唤10@video->使命召唤10@ps	3	16
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌幸运版@ps->4399小游戏@ps	3	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399洛克王国@ps->4399@ps	3	15
平台词17173、游侠网、电玩巴士等	1	17173@ps->众神争霸@ps->众神争霸@video->众神争霸@ps	3	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399弹弹堂@ps->4399@ps->4399弹弹堂@ps	3	15
平台词17173、游侠网、电玩巴士等	1	17173@ps->刀剑2@ps->刀剑2@image->刀剑2@ps	3	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399创世兵魂@ps->4399小游戏@ps	3	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@news->4399@ps->4399@news	3	15
平台词17173、游侠网、电玩巴士等	1	多玩@ps->17173@ps->多玩@ps->17173@ps	3	15
平台词17173、游侠网、电玩巴士等	1	多玩@ps->剑灵@ps->剑灵@image->剑灵@ps	3	15
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->淘宝@ps->剑灵@ps	3	15
平台词17173、游侠网、电玩巴士等	1	dnf多玩@ps->dnf17173@ps->dnf爱拍@ps->速度与激情6@video	3	15
平台词17173、游侠网、电玩巴士等	1	电玩巴士@ps->鹦鹉@news->动物保护@ps->飞鸟@ps	3	15
平台词17173、游侠网、电玩巴士等	1	多玩@ps->剑灵@ps->多玩@ps->剑灵@ps	3	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇无敌幸运版@ps->4399@ps->神兵传奇无敌幸运版@ps	3	15
平台词17173、游侠网、电玩巴士等	1	多玩@video->多玩@ps->多玩@video->多玩@ps	3	15
平台词17173、游侠网、电玩巴士等	1	多玩@ps->多玩盒子@ps->多玩@ps->多玩盒子@ps	3	15
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->淘宝@ps->17173@ps	3	14
平台词17173、游侠网、电玩巴士等	1	17173@ps->风暴英雄@ps->风暴英雄@video->风暴英雄@ps	3	14
平台词17173、游侠网、电玩巴士等	1	d@video->@video->d@video->@video	3	14
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399小游戏大全@ps->4399小游戏大全单人@ps	3	14
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399小游戏大全单人@ps->4399小游戏@ps	3	14
平台词17173、游侠网、电玩巴士等	1	游侠网@iknow->游侠网@ps->游侠网@iknow->游侠网@ps	3	14
平台词17173、游侠网、电玩巴士等	1	4399@ps->qq@ps->qq空间@ps->4399@ps	3	14
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399洛克王国@ps->4399@ps->4399洛克王国@ps->4399@ps	4	40
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->4399@ps->4399小游戏@ps->4399@ps	4	25
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@video->4399@ps->4399@video->4399@ps	4	25
平台词17173、游侠网、电玩巴士等	1	游侠@ps->游侠@video->游侠@ps->游侠@video->游侠@ps	4	17
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399小游戏@ps->7k7k小游戏@ps->4399小游戏@ps->7k7k小游戏@ps	4	15
平台词17173、游侠网、电玩巴士等	1	电玩巴士@ps->鹦鹉@news->动物保护@ps->飞鸟@ps->圣城家园@ps	4	15
平台词17173、游侠网、电玩巴士等	1	4399@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌版@ps->神兵传奇之无敌幸运版@ps->神兵传奇无敌版@ps	4	14
平台词17173、游侠网、电玩巴士等	1	4399@video->4399@ps->4399@video->4399@ps->4399@video	4	13
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@video->4399@ps->@video->4399@ps	4	11
平台词17173、游侠网、电玩巴士等	1	4399@ps->4399@image->4399@ps->4399@image->4399@ps	4	11
平台词17173、游侠网、电玩巴士等	1	17173@ps->龙剑@ps->龙剑@video->龙剑@ps->17173@ps	4	10
平台词17173、游侠网、电玩巴士等	1	17173@ps->龙剑@ps->龙剑@video->龙剑@ps->龙剑@video	4	10
平台词17173、游侠网、电玩巴士等	1	17173@ps->剑灵@ps->剑灵@image->剑灵@ps->剑灵@video	4	10
类型词3D	1	游戏@ps->网络游戏@ps->3d网络游戏@ps	-2	47
类型词3D	1	网络游戏@ps->3d网络游戏@ps->最火爆的3d网络游戏@ps	-2	18
类型词3D	1	网络游戏@ps->2013网络游戏排行榜@ps->2013最红3d网络游戏@ps	-2	18
类型词3D	1	网络游戏@ps->网络游戏排行榜@ps->3d网络游戏排行榜@ps	-2	16
类型词3D	1	3d网游@ps->龙剑@ps->3d网游@ps	-2	15
类型词3D	1	网络游戏排行榜2013前十名@ps->2013网络游戏排行榜@ps->2013最红3d网络游戏@ps	-2	13
类型词3D	1	网络游戏@ps->3d网络游戏@ps->大型3d网络游戏@ps	-2	12
类型词3D	1	网游@ps->3d网游@ps->3d网游排行榜2013@ps	-2	12
类型词3D	1	3d@ps->3d游戏@ps->3d网络游戏@ps	-2	12
类型词3D	1	3d游戏@ps->3d游戏排行榜前十名@ps->2013年3d网络游戏@ps	-2	11
类型词3D	1	网络游戏排行榜@ps->大型网络游戏排名@ps->大型3d网络游戏@ps	-2	11
类型词3D	1	游戏@video->网络游戏@video->3d网络游戏@video	-2	10
类型词3D	1	游戏@ps->3d游戏@ps->3d网络游戏@ps	-2	10
类型词3D	1	网游@ps->好玩的网游@ps->3d网游排行榜前十名@ps	-2	10
类型词3D	1	剑灵@ps->剑灵@image->3d网游@ps	-2	10
类型词3D	1	好玩的3d网游@ps->好玩的3d网游@iknow->好玩的3d网游@ps	-2	10
类型词3D	1	网络游戏@ps->3d网络游戏@ps	-1	443
类型词3D	1	3d游戏@ps->3d网络游戏@ps	-1	203
类型词3D	1	网游排行榜@ps->3d网游排行榜2013@ps	-1	197
类型词3D	1	网游@ps->3d网游@ps	-1	189
类型词3D	1	好玩的网游@ps->3d网游排行榜前十名@ps	-1	186
类型词3D	1	网游排行榜@ps->3d网游排行榜@ps	-1	142
类型词3D	1	好玩的网游@ps->好玩的3d网游@ps	-1	137
类型词3D	1	3d网游@ps->3d网游排行榜2013@ps	-1	135
类型词3D	1	2013网络游戏排行榜@ps->2013最红3d网络游戏@ps	-1	128
类型词3D	1	3d网友@ps->3d网游@ps	-1	103
类型词3D	1	最新网游@ps->最新3d网游@ps	-1	95
类型词3D	1	3d网游@ps->最新大型3d网游@ps	-1	82
类型词3D	1	3d网游排行榜2013@ps->3d网游排行榜2013前十名网络游戏@ps	-1	77
类型词3D	1	3d游戏排行榜前十名@ps->2013年3d网络游戏@ps	-1	74
类型词3D	1	3d游戏排行榜前十名@ps->大型3d网络游戏排名@ps	-1	73
类型词3D	1	3d游戏@ps->3d游戏大全@ps	-1	70
类型词3D	1	3d@ps->3d网游@ps	-1	69
类型词3D	1	网络游戏排行榜2013前十名@ps->3d网络游戏排行榜2013前十名@ps	-1	67
类型词3D	1	3d网游@ps->3d网游排行榜@ps	-1	66
类型词3D	1	剑灵@ps->3d网游@ps	-1	64
类型词3D	1	网游排行榜@ps->3d网游排行榜2013前十名网络游戏@ps	-1	61
类型词3D	1	网络游戏排行榜@ps->3d网络游戏排行榜@ps	-1	60
类型词3D	1	3d网络游戏@ps->最火爆的3d网络游戏@ps	-1	60
类型词3D	1	3d游戏排行榜前十名@ps->3d游戏大全@ps	-1	58
类型词3D	1	最新网络游戏@ps->最新3d网络游戏@ps	-1	58
类型词3D	1	3d网游@ps->3d网游排行榜2013前十名网络游戏@ps	-1	57
类型词3D	1	网络游戏@ps->2d网络游戏@ps	-1	56
类型词3D	1	有什么好玩的网络游戏@ps->2013大型3d网络游戏@ps	-1	56
类型词3D	1	好玩的3d网游@ps->好玩的3d网游@iknow	-1	55
类型词3D	1	3d网游排行榜2013@ps->2013最红3d网络游戏@ps	-1	54
类型词3D	1	3d游戏排行榜前十名@ps->3d网络游戏排行榜前十名@ps	-1	54
类型词3D	1	游戏排行榜2013网络游戏@ps->2013最红3d网络游戏@ps	-1	50
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游排行榜2013@ps	-1	48
类型词3D	1	3d游戏@ps->3d网游@ps	-1	47
类型词3D	1	2d网游排行榜@ps->2d角色扮演网游@ps	-1	45
类型词3D	1	网络游戏@ps->3d网络游戏排行榜2013@ps	-1	45
类型词3D	1	3d网络游戏@ps->大型3d网络游戏@ps	-1	45
类型词3D	1	3d网游@ps->3d网游@iknow	-1	44
类型词3D	1	最新网游排行榜2013@ps->3d网游排行榜2013@ps	-1	43
类型词3D	1	3d网游排行榜2013@ps->2013大型3d网络游戏@ps	-1	42
类型词3D	1	3d网游排行榜2013@ps->3d网游@ps	-1	41
类型词3D	1	最新网游@ps->2013最新大型3d网游@ps	-1	41
类型词3D	1	网游@ps->3d网游排行榜2013@ps	-1	41
类型词3D	1	好玩的2d网游@ps->好玩的2d网游@iknow	-1	39
类型词3D	1	好玩的网游@ps->好玩的2d网游@ps	-1	38
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游@ps	-1	38
类型词3D	1	龙剑@ps->3d网游@ps	-1	38
类型词3D	1	3d@ps->3d游戏大全@ps	-1	36
类型词3D	1	现在什么网游好玩@ps->最新大型3d网游@ps	-1	36
类型词3D	1	最新网游排行榜2013@ps->最新大型3d网络游戏@ps	-1	35
类型词3D	1	3d网游排行榜2013@ps->3d网游排行榜2013@iknow	-1	34
类型词3D	1	什么网游好玩@ps->最新3d网游排行榜@ps	-1	34
类型词3D	1	网络游戏@video->3d网络游戏@video	-1	33
类型词3D	1	3d网络游戏@ps->3d网络游戏排行榜2013@ps	-1	31
类型词3D	1	3d游戏@ps->3d网络游戏下载@ps	-1	30
类型词3D	1	现在最火爆网络游戏@ps->2013最红3d网络游戏@ps	-1	30
类型词3D	1	最新大型3d网络游戏@ps->最火的3d网络游戏@ps	-1	29
类型词3D	1	天下3@ps->3d网游@ps	-1	28
类型词3D	1	3d@ps->3d网游排行榜2013@ps	-1	27
类型词3D	1	有什么好玩的网络游戏@ps->有什么好玩的3d网络游戏@ps	-1	27
类型词3D	1	大型网络游戏排行榜@ps->大型3d网络游戏@ps	-1	27
类型词3D	1	3d网游排行榜2013@ps->3d网游排行榜@ps	-1	26
类型词3D	1	网游排行榜@ps->3d网游排行榜前十名@ps	-1	26
类型词3D	1	什么游戏好玩不花钱@ps->好玩的3d网络游戏@ps	-1	26
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游排行榜@ps	-1	26
类型词3D	1	3d网游排行榜2013@ps->3d网络游戏排行榜2013@ps	-1	26
类型词3D	1	3d网游@ps->3d网络游戏@ps	-1	25
类型词3D	1	3d网络游戏@ps->大型3d网络游戏排名@ps	-1	25
类型词3D	1	3d游戏排行榜前十名@ps->3d网游排行榜前十名@ps	-1	25
类型词3D	1	好玩的网络游戏排行榜@ps->好玩的3d网络游戏排行榜@ps	-1	25
类型词3D	1	3d网游@video->3d网游@ps	-1	24
类型词3D	1	好玩的3d网游@ps->3d网络游戏前十名@ps	-1	24
类型词3D	1	网游排行榜@ps->3d网游@ps	-1	24
类型词3D	1	3d游戏排行榜前十名@ps->最新大型3d网络游戏@ps	-1	24
类型词3D	1	网络游戏@ps->网络游戏3d@ps	-1	24
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游排行榜2013前十名网络游戏@iknow	-1	24
类型词3D	1	3d网络游戏@ps->3d网络游戏排行榜2013前十名@ps	-1	23
类型词3D	1	2d网游@ps->最新2d网游@ps	-1	23
类型词3D	1	现在火爆的网络游戏@ps->最火爆的3d网络游戏@ps	-1	23
类型词3D	1	大型3d网络游戏@ps->大型3d网络游戏排名@ps	-1	23
类型词3D	1	2013最红3d网络游戏@ps->2013大型3d网络游戏@ps	-1	23
类型词3D	1	好玩的3d网游@iknow->好玩的3d网游@ps	-1	22
类型词3D	1	3d网络游戏@ps->3d网络游戏排行榜@ps	-1	22
类型词3D	1	最新大型3d网络游戏@ps->2013大型3d网络游戏@ps	-1	22
类型词3D	1	最新网络游戏排行榜2013@ps->最新3d网络游戏排行榜2013@ps	-1	21
类型词3D	1	好玩的网络游戏@ps->好玩的3d网络游戏@ps	-1	21
类型词3D	1	2013最新网游@ps->2013最新3d网游@ps	-1	21
类型词3D	1	大型网络游戏排行榜@ps->最新大型3d网络游戏@ps	-1	21
类型词3D	1	最新网游@ps->最新大型3d网络游戏@ps	-1	20
类型词3D	1	剑灵官网@ps->3d网游排行榜2013@ps	-1	20
类型词3D	1	3d网络游戏@video->3d网络游戏@ps	-1	20
类型词3D	1	网络游戏大全@ps->3d网络游戏大全@ps	-1	20
类型词3D	1	网络游戏@ps->3d网络游戏排行榜2013前十名@ps	-1	20
类型词3D	1	3d网游排行榜2013@ps->最新大型3d网络游戏@ps	-1	20
类型词3D	1	3d网络游戏@ps->最新3d网络游戏@ps	-1	20
类型词3D	1	3d网游排行榜前十名@ps->大型3d网络游戏排名@ps	-1	20
类型词3D	1	斗战神@ps->3d网游@ps	-1	20
类型词3D	1	网络游戏@ps->3d网游@ps	-1	19
类型词3D	1	龙之谷@ps->3d网游@ps	-1	19
类型词3D	1	网络游戏@ps->2d网络游戏排行榜@ps	-1	19
类型词3D	1	3d网游@ps	0	4018
类型词3D	1	3d网游排行榜2013@ps	0	2613
类型词3D	1	3d网络游戏@ps	0	1900
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps	0	1465
类型词3D	1	好玩的3d网游@ps	0	1241
类型词3D	1	3d游戏大全@ps	0	989
类型词3D	1	最新3d网游@ps	0	944
类型词3D	1	最新大型3d网络游戏@ps	0	882
类型词3D	1	大型3d网络游戏@ps	0	870
类型词3D	1	3d网络游戏排行榜2013@ps	0	611
类型词3D	1	2013最红3d网络游戏@ps	0	599
类型词3D	1	好玩的2d网游@ps	0	588
类型词3D	1	3d网络游戏排行榜2013前十名@ps	0	522
类型词3D	1	3d网游排行榜@ps	0	503
类型词3D	1	3d网游排行榜前十名@ps	0	479
类型词3D	1	2013大型3d网络游戏@ps	0	414
类型词3D	1	好玩的3d网络游戏排行榜@ps	0	375
类型词3D	1	最新3d网络游戏@ps	0	371
类型词3D	1	大型3d网络游戏排名@ps	0	292
类型词3D	1	2d网络游戏@ps	0	286
类型词3D	1	什么3d网游好玩@ps	0	281
类型词3D	1	3d网络游戏排行榜@ps	0	250
类型词3D	1	好玩的3d网络游戏@ps	0	238
类型词3D	1	最新大型3d网游@ps	0	238
类型词3D	1	3d网络游戏大全@ps	0	228
类型词3D	1	免费3d网游@ps	0	219
类型词3D	1	不花钱的3d网络游戏@ps	0	214
类型词3D	1	最新公测3d网络游戏@ps	0	210
类型词3D	1	最火爆的3d网络游戏@ps	0	201
类型词3D	1	20133d网络游戏排行榜@ps	0	201
类型词3D	1	2013年3d网络游戏@ps	0	193
类型词3D	1	好玩的3d网游@iknow	0	192
类型词3D	1	最新2d网游@ps	0	179
类型词3D	1	3d网游推荐@ps	0	176
类型词3D	1	最好玩的3d网络游戏@ps	0	166
类型词3D	1	3d网游@iknow	0	160
类型词3D	1	3d网络游戏@video	0	159
类型词3D	1	画面好的3d网游@ps	0	158
类型词3D	1	2d网络游戏排行榜@ps	0	157
类型词3D	1	最新3d网络游戏排行榜2013@ps	0	155
类型词3D	1	2013最新3d网游@ps	0	154
类型词3D	1	2013最新3d网络游戏@ps	0	154
类型词3D	1	3d网游大全@ps	0	151
类型词3D	1	3d网络游戏前十名@ps	0	143
类型词3D	1	3d游戏排行榜@ps	0	142
类型词3D	1	3d大型网游@ps	0	142
类型词3D	1	3d网游排行榜2013@iknow	0	138
类型词3D	1	3d成人网络游戏@ps	0	135
类型词3D	1	2013最新大型3d网游@ps	0	132
类型词3D	1	2.5d网络游戏@ps	0	130
类型词3D	1	3d网络游戏名字大全@ps	0	130
类型词3D	1	好玩的2d游戏@ps	0	129
类型词3D	1	3d角色扮演网游@ps	0	124
类型词3D	1	3d武侠网游@ps	0	123
类型词3D	1	2013好玩的3d网游@ps	0	116
类型词3D	1	什么3d游戏好玩@ps	0	115
类型词3D	1	好玩的2.5d网游@ps	0	114
类型词3D	1	最新3d游戏@ps	0	110
类型词3D	1	3d网游@video	0	107
类型词3D	1	最好玩的2d网络游戏@ps	0	106
类型词3D	1	最火的3d网络游戏@ps	0	104
类型词3D	1	大型3d网络游戏排行榜@ps	0	101
类型词3D	1	好玩的2d网游@iknow	0	99
类型词3D	1	3d网络游戏排行榜前十名@ps	0	98
类型词3D	1	3d武侠网游排行榜@ps	0	97
类型词3D	1	有什么好玩的3d网游@ps	0	96
类型词3D	1	好玩的2d网络游戏@ps	0	96
类型词3D	1	2d角色扮演网游@ps	0	95
类型词3D	1	不烧钱的3d网游@ps	0	92
类型词3D	1	2013大型3d网络游戏@video	0	90
类型词3D	1	网络3d游戏@ps	0	90
类型词3D	1	热门3d网游@ps	0	90
类型词3D	1	3d网络游戏@iknow	0	85
类型词3D	1	好玩的3d网游@video	0	84
类型词3D	1	3d网游排行榜2013前十名网络游戏@iknow	0	84
类型词3D	1	3d大型网络游戏排行榜@ps	0	80
类型词3D	1	大型3d网游@ps	0	80
类型词3D	1	2013 3d网游@ps	0	73
类型词3D	1	好玩的大型3d网游@iknow	0	72
类型词3D	1	大型3d网络游戏@iknow	0	71
类型词3D	1	最好玩的3d网络游戏排行@ps	0	71
类型词3D	1	最新3d网游排行榜@ps	0	70
类型词3D	1	什么3d网游好玩@iknow	0	68
类型词3D	1	有什么好玩的3d网络游戏@ps	0	68
类型词3D	1	好玩的大型3d网游@ps	0	66
类型词3D	1	最新的3d网络游戏@ps	0	66
类型词3D	1	3d网游排行@ps	0	66
类型词3D	1	有什么好玩的3d网游@iknow	0	66
类型词3D	1	3d免费网游@ps	0	65
类型词3D	1	什么3d网络游戏好玩@ps	0	64
类型词3D	1	新开3d网游@ps	0	64
类型词3D	1	有没有好玩的3d网络游戏@ps	0	63
类型词3D	1	2.5d网络游戏排行榜@ps	0	62
类型词3D	1	新3d网游@ps	0	61
类型词3D	1	求好玩的3d网络游戏@ps	0	59
类型词3D	1	网络游戏3d@ps	0	58
类型词3D	1	3d网络游戏人气排行榜@ps	0	57
类型词3D	1	免费的3d网络游戏@ps	0	55
类型词3D	1	免费3d网络游戏@ps	0	53
类型词3D	1	最新网游3d游戏@ps	0	53
类型词3D	1	3d网游@ps->龙剑@ps	1	173
类型词3D	1	3d网游@ps->地下城强袭者@iknow	1	148
类型词3D	1	3d网游@ps->3d网游排行榜2013@ps	1	134
类型词3D	1	3d网游@ps->剑灵@ps	1	107
类型词3D	1	3d网游@ps->泰坦@ps	1	107
类型词3D	1	3d网游@ps->最新大型3d网游@ps	1	82
类型词3D	1	3d网游排行榜2013@ps->3d网游排行榜2013前十名网络游戏@ps	1	76
类型词3D	1	3d网游@ps->3d网游排行榜@ps	1	66
类型词3D	1	3d网络游戏@ps->最火爆的3d网络游戏@ps	1	60
类型词3D	1	3d网游@ps->3d网游排行榜2013前十名网络游戏@ps	1	57
类型词3D	1	好玩的3d网游@ps->好玩的3d网游@iknow	1	55
类型词3D	1	3d网游@ps->2013最新3d网游公测@ps	1	55
类型词3D	1	3d网游排行榜2013@ps->2013最红3d网络游戏@ps	1	52
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游排行榜2013@ps	1	48
类型词3D	1	3d网游排行榜2013@ps->降龙之剑@iknow	1	47
类型词3D	1	3d网游@ps->tera@ps	1	44
类型词3D	1	3d网络游戏@ps->大型3d网络游戏@ps	1	44
类型词3D	1	3d网游@ps->3d网游@iknow	1	44
类型词3D	1	3d网游排行榜2013@ps->剑灵@ps	1	43
类型词3D	1	3d网游排行榜2013@ps->2013大型3d网络游戏@ps	1	42
类型词3D	1	3d网络游戏@ps->网络游戏@ps	1	42
类型词3D	1	3d网游排行榜2013@ps->3d网游@ps	1	41
类型词3D	1	好玩的2d网游@ps->好玩的2d网游@iknow	1	39
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->3d网游@ps	1	38
类型词3D	1	3d网游@ps->17173@ps	1	38
类型词3D	1	3d网游排行榜2013@ps->剑灵官网@ps	1	36
类型词3D	1	好玩的3d网游@ps->剑灵@ps	1	36
类型词3D	1	好玩的2d网游@ps->诺亚传说@iknow	1	35
类型词3D	1	3d网游排行榜2013@ps->3d网游排行榜2013@iknow	1	34
类型词3D	1	3d网游排行榜2013前十名网络游戏@ps->剑灵@ps	1	33
类型词3D	1	3d网游@ps->网游@ps	1	31
类型词3D	1	3d网游排行榜2013@ps->时空裂痕@iknow	1	31
类型词3D	1	好玩的3d网游@ps->无限世界@iknow	1	31
类型词3D	1	3d网游@ps->斗战神@ps	1	29
类型词3D	1	最新3d网游@ps->2013最新3d网游公测@ps	1	29
类型词3D	1	3d网络游戏@ps->3d网络游戏排行榜2013@ps	1	29
